		Hypernetwork testing function

Reading organism data at epoch: 14327
Training performance registered at file: 0.999078
Training performance evaluated: 0.999078
Vector	           Input	Desired	Output 	Error
71	      1111010001	111010	111010	0
72	      0000000001	000000	000000	0
73	      0101001100	010001	010001	0
74	      0110000101	011001	011001	0
75	      0100001000	010000	010000	0
76	      0001011001	000010	000010	0
77	      1101000100	110001	110001	0
78	      1011010110	101011	101011	0
79	      1011110100	101111	101111	0
80	      1011100101	101101	101101	0
81	      1001101010	100100	100010	1
82	      0000101100	000101	000101	0
83	      1110001011	111000	111000	0
84	      0111000001	011000	011000	0
85	      1001100011	100100	100100	0
86	      0010000100	001001	001001	0
87	      0011101011	001100	001100	0
88	      1110000011	111000	111000	0
89	      0000101011	000100	000100	0
90	      0100001011	010000	010000	0
91	      0111000101	011001	011001	0
92	      0000011001	000010	000010	0
93	      1011110110	101111	101111	0
94	      1000110001	100110	100110	0
95	      1100000011	110000	110000	0
96	      1010111010	101110	101110	0
97	      0100111100	010111	010111	0
98	      1111110110	111111	111111	0
99	      1110101000	111100	111100	0
100	      1101101100	110101	110101	0
101	      0110010111	011011	011011	0
102	      0010000110	001001	001001	0
103	      1110111001	111110	111110	0
104	      0001101100	000101	000101	0
105	      0100101110	010101	010101	0
106	      1011101100	101101	101101	0
107	      1100101011	110100	110100	0
108	      1101000110	110001	110001	0
109	      1111001001	111000	111000	0
110	      1111000101	111001	111001	0
111	      0110011110	011011	011011	0
112	      0000000101	000001	000001	0
113	      1111011111	111011	111011	0
114	      1111100101	111101	111101	0
115	      1000000100	100001	100001	0
116	      1110000000	111000	111000	0
117	      1011000100	101001	101001	0
118	      0101101010	010100	010100	0
119	      1110110000	111110	111110	0
120	      1101101111	110101	110101	0
121	      0100110110	010111	010111	0
122	      1111100001	111100	111100	0
123	      1111011001	111010	111010	0
124	      0000010111	000011	000011	0
125	      0111000010	011000	011000	0
126	      1100011010	110010	110010	0
127	      0000101001	000100	000100	0
128	      0010101000	001100	001100	0
129	      0101100011	010100	010100	0
130	      0011111011	001110	001110	0
131	      1011001010	101000	101000	0
132	      0110100000	011100	011100	0
133	      1010001100	101001	101001	0
134	      1010101100	101101	101101	0
135	      0100110001	010110	010110	0
136	      1000011000	100010	100010	0
137	      0111100001	011100	011100	0
138	      1111100100	111101	111101	0
139	      0111000111	011001	011001	0
140	      0010110110	001111	001111	0
141	      0011000100	001001	001001	0
142	      0010001110	001001	001001	0
143	      0000100100	000101	000101	0
144	      0101101001	010100	010100	0
145	      0101100100	010101	010101	0
146	      0101011110	010011	010011	0
147	      0110111010	011110	011110	0
148	      0111000011	011000	011000	0
149	      1000000010	100000	100000	0
150	      0011010101	001011	001011	0
151	      1111101111	111101	111101	0
152	      0110000011	011000	011000	0
153	      0101001001	010000	010000	0
154	      1001011000	100010	100010	0
155	      0111101010	011100	011100	0
156	      1010001011	101000	101000	0
157	      0011010010	001010	001010	0
158	      0001100101	000101	000101	0
159	      1100010001	110010	110010	0
160	      1000101111	100101	100101	0
161	      1001001001	100000	100000	0
162	      0110101100	011101	011101	0
163	      0100010011	010010	010010	0
164	      1010110101	101111	101111	0
165	      0100010000	010010	010010	0
166	      1110000100	111001	111001	0
167	      1100011011	110010	110010	0
168	      0001110111	000111	000111	0
169	      1011111011	101110	101110	0
170	      1010000001	101000	101000	0
171	      0011011101	001011	001011	0
172	      1001011110	100011	100011	0
173	      1110101011	111100	111100	0
174	      1000101000	100100	100100	0
175	      0101101000	010100	010100	0
176	      0010010011	001010	001010	0
177	      0101100001	010100	010100	0
178	      0010101001	001100	001100	0
179	      0000011111	000011	000011	0
180	      1100011101	110011	110011	0
181	      1101111000	110110	110110	0
182	      0001111110	000111	000111	0
183	      1001110001	100110	100110	0
184	      0001110010	000110	000110	0
185	      1000000011	100000	100000	0
186	      1000111001	100110	100110	0
187	      1011101010	101100	001000	1
188	      1101011101	110011	110011	0
189	      1000001100	100001	100001	0
190	      0000011000	000010	000010	0
191	      0010100101	001101	001101	0
192	      1110001100	111001	111001	0
193	      0001010101	000011	000011	0
194	      0100011110	010011	010011	0
195	      0100110000	010110	010110	0
196	      1111111001	111110	111110	0
197	      0110001010	011000	011000	0
198	      0111000100	011001	011001	0
199	      0000111101	000111	000111	0
200	      0100011100	010011	010011	0
201	      1010100000	101100	101100	0
202	      1001110010	100110	100110	0
203	      0111110001	011110	011110	0
204	      0101111010	010110	010110	0
205	      1110010001	111010	111010	0
206	      1011111111	101111	101111	0
207	      1001100111	100101	100101	0
208	      1110011011	111010	111010	0
209	      1101110101	110111	110111	0
210	      0001010110	000011	000011	0
211	      1100110111	110111	110111	0
212	      0010011011	001010	001010	0
213	      1100010101	110011	110011	0
214	      1101111101	110111	110111	0
215	      1111101010	111100	111100	0
216	      1010111011	101110	101110	0
217	      1100110001	110110	110110	0
218	      1011001000	101000	101000	0
219	      1101001000	110000	110000	0
220	      1001001110	100001	100001	0
221	      0010100000	001100	001100	0
222	      0010110101	001111	001111	0
223	      1111100011	111100	111100	0
224	      1010011000	101010	101010	0
225	      1110010110	111011	111011	0
226	      0010001111	001001	001001	0
227	      1000110101	100111	100111	0
228	      0110110101	011111	011111	0
229	      0101100000	010100	010100	0
230	      1100001101	110001	110001	0
231	      0000100101	000101	000101	0
232	      0010000001	001000	001000	0
233	      1010001010	101000	101000	0
234	      0111001111	011001	011001	0
235	      0011001010	001000	001000	0
236	      1101010111	110011	110011	0
237	      0000011110	000011	000011	0
238	      0100111111	010111	010111	0
239	      0010100011	001100	001100	0
240	      0101010111	010011	010011	0
241	      0001001000	000000	000000	0
242	      1110111101	111111	111111	0
243	      0100110011	010110	010110	0
244	      0100101001	010100	010100	0
245	      1101101010	110100	110100	0
246	      1100000111	110001	110001	0
247	      1110100011	111100	111100	0
248	      1000010011	100010	100010	0
249	      0110101111	011101	011101	0
250	      0000010100	000011	000011	0
251	      0111001011	011000	011000	0
252	      1001101001	100100	100100	0
253	      0111110111	011111	011111	0
254	      1011000011	101000	101000	0
255	      1110010111	111011	111011	0
256	      0001101011	000100	000100	0
257	      1100001001	110000	110000	0
258	      1101000101	110001	110001	0
259	      1100000000	110000	110000	0
260	      1111010111	111011	111011	0
261	      0001100000	000100	000100	0
262	      0100111110	010111	010111	0
263	      0001000110	000001	000001	0
264	      1101000010	110000	110000	0
265	      0111011010	011010	011010	0
266	      1111100110	111101	111101	0
267	      1011110101	101111	101111	0
268	      0110110100	011111	011111	0
269	      0001110110	000111	000111	0
270	      1111011010	111010	111010	0
271	      0010000010	001000	001000	0
272	      1101100111	110101	110101	0
273	      1011011000	101010	101010	0
274	      1101100010	110100	110100	0
275	      1100000110	110001	110001	0
276	      0111011110	011011	011011	0
277	      0100110101	010111	010111	0
278	      1001110011	100110	100110	0
279	      1110000010	111000	111000	0
280	      1110011010	111010	111010	0
281	      1010111110	101111	101111	0
282	      1010111111	101111	101111	0
283	      1100100110	110101	110101	0
284	      1011011101	101011	101011	0
285	      0000111000	000110	000110	0
286	      1110000101	111001	111001	0
287	      1110101101	111101	111101	0
288	      0001101010	000100	000100	0
289	      0101000010	010000	010000	0
290	      1010101011	101100	101100	0
291	      0100010001	010010	010010	0
292	      0110000000	011000	011000	0
293	      1110101100	111101	111101	0
294	      1000011011	100010	100010	0
295	      0110101110	011101	011101	0
296	      0101001011	010000	010000	0
297	      1011111110	101111	101111	0
298	      0000110110	000111	000111	0
299	      0010100001	001100	001100	0
300	      0011000110	001001	001001	0
301	      0001010000	000010	000010	0
302	      0100000110	010001	010001	0
303	      1111001101	111001	111001	0
304	      0001100100	000101	000101	0
305	      1101101000	110100	110100	0
306	      0100001001	010000	010000	0
307	      0101110011	010110	010110	0
308	      0011111111	001111	001111	0
309	      0001011100	000011	000011	0
310	      0000001111	000001	000001	0
311	      0000110101	000111	000111	0
312	      0001001010	000000	000000	0
313	      1001000001	100000	100000	0
314	      0100110010	010110	010110	0
315	      1010010001	101010	101010	0
316	      1001011001	100010	100010	0
317	      0110011100	011011	011011	0
318	      1110100000	111100	111100	0
319	      0011011001	001010	001010	0
320	      1101011100	110011	110011	0
321	      1111101100	111101	111101	0
322	      1000011111	100011	100011	0
323	      0001010111	000011	000011	0
324	      1101110011	110110	110110	0
325	      0001011010	000010	000010	0
326	      1110001010	111000	111000	0
327	      0101011011	010010	010010	0
328	      1000001110	100001	100001	0
329	      1010000011	101000	101000	0
330	      0100001101	010001	010001	0
331	      1011011111	101011	101011	0
332	      0111110010	011110	011110	0
333	      1010100100	101101	101101	0
334	      1110011000	111010	111010	0
335	      1111000000	111000	111000	0
336	      0011010011	001010	001010	0
337	      0000010000	000010	000010	0
338	      1001011111	100011	100011	0
339	      0111111011	011110	011110	0
340	      0000110100	000111	000111	0
341	      0011101100	001101	001101	0
342	      1011110000	101110	101110	0
343	      0001101111	000101	000101	0
344	      0111001100	011001	011001	0
345	      0100011000	010010	010010	0
346	      0011111110	001111	001111	0
347	      1111011000	111010	111010	0
348	      0100001010	010000	010000	0
349	      1111100111	111101	111101	0
350	      0001000010	000000	000000	0
351	      0000000000	000000	000000	0
352	      0011010110	001011	001011	0
353	      1111111110	111111	111111	0
354	      1101111110	110111	110111	0
355	      0111010000	011010	011010	0
356	      1111101110	111101	111101	0
357	      1101000011	110000	110000	0
358	      1010110010	101110	101110	0
359	      0100000001	010000	010000	0
360	      0000110010	000110	000110	0
361	      1100100010	110100	110100	0
362	      1000111111	100111	100111	0
363	      0011011010	001010	001010	0
364	      1010010101	101011	101011	0
365	      0111010100	011011	011011	0
366	      1101111001	110110	110110	0
367	      0111011000	011010	011010	0
368	      0111101000	011100	011100	0
369	      0010100111	001101	001101	0
370	      0010010001	001010	001010	0
371	      0110101101	011101	011101	0
372	      0100101101	010101	010101	0
373	      0011011100	001011	001011	0
374	      0100010110	010011	010011	0
375	      1010010111	101011	101011	0
376	      1010001110	101001	101001	0
377	      1101011110	110011	110011	0
378	      0110110011	011110	011110	0
379	      1100011001	110010	110010	0
380	      0011011011	001010	001010	0
381	      1110100100	111101	111101	0
382	      0001110100	000111	000111	0
383	      0110111011	011110	011110	0
384	      0101101100	010101	010101	0
385	      0010100110	001101	001101	0
386	      0111001010	011000	011000	0
387	      1111101000	111100	111100	0
388	      0010111001	001110	001110	0
389	      1001000100	100001	100001	0
390	      0110100011	011100	011100	0
391	      0001011110	000011	000011	0
392	      0011111101	001111	001111	0
393	      1111010011	111010	111010	0
394	      1111111111	111111	111111	0
395	      1001011101	100011	100011	0
396	      0101001111	010001	010001	0
397	      1111001100	111001	111001	0
398	      0001001100	000001	000001	0
399	      1110010011	111010	111010	0
400	      1000111010	100110	100110	0
401	      1100010111	110011	110011	0
402	      0100000111	010001	010001	0
403	      0011100111	001101	001101	0
404	      1110100110	111101	111101	0
405	      1000000001	100000	100000	0
406	      0000000010	000000	000000	0
407	      0011000011	001000	001000	0
408	      1010111000	101110	101110	0
409	      0111010111	011011	011011	0
410	      0011000010	001000	001000	0
411	      0001101101	000101	000101	0
412	      0101100111	010101	010101	0
413	      0011110110	001111	001111	0
414	      1001100101	100101	100101	0
415	      1001011100	100011	100011	0
416	      1001000101	100001	100001	0
417	      0100000000	010000	010000	0
418	      0110101010	011100	011100	0
419	      0010100010	001100	001100	0
420	      0001111001	000110	000110	0
421	      1000010101	100011	100011	0
422	      0000111100	000111	000111	0
423	      0000111111	000111	000111	0
424	      0110011000	011010	011010	0
425	      0011011000	001010	001010	0
426	      1010011111	101011	101011	0
427	      0010101100	001101	001101	0
428	      1010011101	101011	101011	0
429	      0100010111	010011	010011	0
430	      0111111010	011110	011110	0
431	      0111100000	011100	011100	0
432	      0010111111	001111	001111	0
433	      1010110110	101111	101111	0
434	      0100101011	010100	010100	0
435	      1001001111	100001	100001	0
436	      0000101000	000100	000100	0
437	      1001110100	100111	100111	0
438	      1101110100	110111	110111	0
439	      0110011010	011010	011010	0
440	      1000001111	100001	100001	0
441	      1010100011	101100	101100	0
442	      1101011000	110010	110010	0
443	      0011010111	001011	001011	0
444	      0011110001	001110	001110	0
445	      0000001101	000001	000001	0
446	      1000111100	100111	100111	0
447	      0111001000	011000	011000	0
448	      0110100001	011100	011100	0
449	      1001000011	100000	100000	0
450	      1100001110	110001	110001	0
451	      0011010100	001011	001011	0
452	      0010111110	001111	001111	0
453	      0100100000	010100	010100	0
454	      0100011001	010010	010010	0
455	      1011010101	101011	101011	0
456	      0100011011	010010	010010	0
457	      0000110111	000111	000111	0
458	      1010010011	101010	101010	0
459	      0100101100	010101	010101	0
460	      0001111010	000110	000110	0
461	      0000110001	000110	000110	0
462	      0110001110	011001	011001	0
463	      1101010011	110010	110010	0
464	      1101110110	110111	110111	0
465	      0111101101	011101	011101	0
466	      1010100101	101101	101101	0
467	      1100100100	110101	110101	0
468	      0001101000	000100	000100	0
469	      1110110110	111111	111111	0
470	      1011101101	101101	101101	0
471	      1000110111	100111	100111	0
472	      1101100000	110100	110100	0
473	      1111011101	111011	111011	0
474	      0011101101	001101	001101	0
475	      1001101100	100101	100101	0
476	      1100110010	110110	110110	0
477	      0011111000	001110	001110	0
478	      0010011110	001011	001011	0
479	      0010111101	001111	001111	0
480	      1111110010	111110	111110	0
481	      0011101010	001100	001100	0
482	      0010000111	001001	001001	0
483	      0111011001	011010	011010	0
484	      0111100111	011101	011101	0
485	      1000010001	100010	100010	0
486	      0010111000	001110	001110	0
487	      1010000100	101001	101001	0
488	      0011111100	001111	001111	0
489	      0111000110	011001	011001	0
490	      1101000000	110000	110000	0
491	      1000110011	100110	100110	0
492	      1111010110	111011	111011	0
493	      1011001100	101001	101001	0
494	      0101010010	010010	010010	0
495	      1111010101	111011	111011	0
496	      1011100000	101100	101100	0
497	      1100100001	110100	110100	0
498	      0001100010	000100	000100	0
499	      1110111100	111111	111111	0
500	      1010101101	101101	101101	0
501	      0101100010	010100	010100	0
502	      1101001010	110000	110000	0
503	      1011101111	101101	101101	0
504	      0101111000	010110	010110	0
505	      1001010001	100010	100010	0
506	      0111110100	011111	011111	0
507	      1101001111	110001	110001	0
508	      0001010011	000010	000010	0
509	      0001000000	000000	000000	0
510	      1100000010	110000	110000	0
511	      0101000000	010000	010000	0
512	      0111101100	011101	011101	0
513	      1000001000	100000	100000	0
514	      1000010111	100011	100011	0
515	      0101110101	010111	010111	0
516	      1000010110	100011	100011	0
517	      0010001011	001000	001000	0
518	      0000001110	000001	000001	0
519	      1011101110	101101	101101	0
520	      0010010111	001011	001011	0
521	      0001001110	000001	000001	0
522	      0111100101	011101	011101	0
523	      1101010100	110011	110011	0
524	      0010001101	001001	001001	0
525	      1101101001	110100	110100	0
526	      0110011111	011011	011011	0
527	      1010110011	101110	101110	0
528	      1100111111	110111	110111	0
529	      0110000111	011001	011001	0
530	      0100100010	010100	010100	0
531	      1011110111	101111	101111	0
532	      0010011111	001011	001011	0
533	      1000100100	100101	100101	0
534	      1001110111	100111	100111	0
535	      0010011010	001010	001010	0
536	      0100010010	010010	010010	0
537	      1111110100	111111	111111	0
538	      0011011111	001011	001011	0
539	      0100001100	010001	010001	0
540	      1011100110	101101	101101	0
541	      1000111000	100110	100110	0
542	      0000100001	000100	000100	0
543	      1100111110	110111	110111	0
544	      1100011100	110011	110011	0
545	      0001000001	000000	000000	0
546	      0010010000	001010	001010	0
547	      1001010100	100011	100011	0
548	      0100100101	010101	010101	0
549	      0001111101	000111	000111	0
550	      0001011101	000011	000011	0
551	      1010000010	101000	101000	0
552	      0000001011	000000	000000	0
553	      0111101011	011100	011100	0
554	      1001100000	100100	100100	0
555	      1011011011	101010	101010	0
556	      1000010010	100010	100010	0
557	      1111101101	111101	111101	0
558	      0011110111	001111	001111	0
559	      1101110010	110110	110110	0
560	      0011100011	001100	001100	0
561	      0011010001	001010	001010	0
562	      1001111110	100111	100111	0
563	      1001000000	100000	100000	0
564	      0101110000	010110	010110	0
565	      0111010101	011011	011011	0
566	      1000011110	100011	100011	0
567	      1011111000	101110	101110	0
568	      0100000010	010000	010000	0
569	      1101001100	110001	110001	0
570	      1111110101	111111	111111	0
571	      0111000000	011000	011000	0
572	      1000101001	100100	100100	0
573	      1110110101	111111	111111	0
574	      1111001111	111001	111001	0
575	      0100100001	010100	010100	0
576	      1001101000	100100	100100	0
577	      1001001101	100001	100001	0
578	      1101101011	110100	110100	0
579	      0110001101	011001	011001	0
580	      1000011100	100011	100011	0
581	      1110011111	111011	111011	0
582	      1100110110	110111	110111	0
583	      0010110000	001110	001110	0
584	      0011001011	001000	001000	0
585	      0010001010	001000	001000	0
586	      1100010000	110010	110010	0
587	      1111011100	111011	111011	0
588	      0010101101	001101	001101	0
589	      1111001011	111000	111000	0
590	      0011001001	001000	001000	0
591	      1101111100	110111	110111	0
592	      0100011111	010011	010011	0
593	      0101010110	010011	010011	0
594	      0110100110	011101	011101	0
595	      0001111111	000111	000111	0
596	      1111001000	111000	111000	0
597	      0110110001	011110	011110	0
598	      0001001101	000001	000001	0
599	      0011100101	001101	001101	0
600	      0110111000	011110	011110	0
601	      1010010010	101010	101010	0
602	      1000111011	100110	100110	0
603	      1011000110	101001	101001	0
604	      1101011001	110010	110010	0
605	      1101110000	110110	110110	0
606	      1100001010	110000	110000	0
607	      1011111100	101111	101111	0
608	      1000011101	100011	100011	0
609	      0110110010	011110	011110	0
610	      1100111001	110110	110110	0
611	      0101001110	010001	010001	0
612	      0101000001	010000	010000	0
613	      0000000111	000001	000001	0
614	      0111010011	011010	011010	0
615	      0000010101	000011	000011	0
616	      0110111111	011111	011111	0
617	      1100101010	110100	110100	0
618	      0100010101	010011	010011	0
619	      1101001101	110001	110001	0
620	      0110001100	011001	011001	0
621	      0010010101	001011	001011	0
622	      0110010110	011011	011011	0
623	      0000101010	000100	000100	0
624	      0001000101	000001	000001	0
625	      1001111100	100111	100111	0
626	      0000000110	000001	000001	0
627	      1010110100	101111	101111	0
628	      1100001011	110000	110000	0
629	      0110110111	011111	011111	0
630	      0010101010	001100	001100	0
631	      1111111100	111111	111111	0
632	      1101100001	110100	110100	0
633	      1000001011	100000	100000	0
634	      1100011111	110011	110011	0
635	      1100010011	110010	110010	0
636	      0001000111	000001	000001	0
637	      0000111011	000110	000110	0
638	      0000111001	000110	000110	0
639	      1111010000	111010	111010	0
640	      1110011101	111011	111011	0
641	      1001100110	100101	100101	0
642	      1000100010	100100	100100	0
643	      1000000110	100001	100001	0
644	      0101011101	010011	010011	0
645	      0001110000	000110	000110	0
646	      1000010000	100010	100010	0
647	      0110101000	011100	011100	0
648	      1111010010	111010	111010	0
649	      1010000111	101001	101001	0
650	      1100101101	110101	110101	0
651	      1100110000	110110	110110	0
652	      1110110001	111110	111110	0
653	      1111110001	111110	111110	0
654	      0011110000	001110	001110	0
655	      1011000001	101000	101000	0
656	      1000001101	100001	100001	0
657	      1000100101	100101	100101	0
658	      1101000001	110000	110000	0
659	      1011110011	101110	101110	0
660	      1011000111	101001	101001	0
661	      1011010011	101010	101010	0
662	      0100000101	010001	010001	0
663	      0011100001	001100	001100	0
664	      0001100111	000101	000101	0
665	      0010000011	001000	001000	0
666	      0010110111	001111	001111	0
667	      0110010011	011010	011010	0
668	      0000000011	000000	000000	0
669	      1001111111	100111	100111	0
670	      0100011010	010010	010010	0
671	      0000010011	000010	000010	0
672	      1111100010	111100	111100	0
673	      1000100111	100101	100101	0
674	      0011101000	001100	001100	0
675	      1101111111	110111	110111	0
676	      1011110001	101110	101110	0
677	      1010001000	101000	101000	0
678	      1100010100	110011	110011	0
679	      1100101111	110101	110101	0
680	      0000001000	000000	000000	0
681	      1010111100	101111	101111	0
682	      0000100010	000100	000100	0
683	      0110010100	011011	011011	0
684	      0111110110	011111	011111	0
685	      0101111110	010111	010111	0
686	      1010010100	101011	101011	0
687	      0101010101	010011	010011	0
688	      1010111101	101111	101111	0
689	      0111111001	011110	011110	0
690	      1110100101	111101	111101	0
691	      1110101110	111101	111101	0
692	      1101101101	110101	110101	0
693	      0001101001	000100	000100	0
694	      0011111001	001110	001110	0
695	      1101110111	110111	110111	0
696	      1100011110	110011	110011	0
697	      0111100100	011101	011101	0
698	      0010000000	001000	001000	0
699	      1111101001	111100	111100	0
700	      1001110101	100111	100111	0
701	      1010011110	101011	101011	0
702	      1100100011	110100	110100	0
703	      0010101011	001100	001100	0
704	      1010101111	101101	101101	0
705	      0011000101	001001	001001	0
706	      0000100000	000100	000100	0
707	      0101000011	010000	010000	0
708	      0000111010	000110	000110	0
709	      1100111000	110110	110110	0
710	      1110010010	111010	111010	0
711	      1100100111	110101	110101	0
712	      1011100010	101100	101100	0
713	      1101100110	110101	110101	0
714	      0001001111	000001	000001	0
715	      0011001100	001001	001001	0
716	      1100011000	110010	110010	0
------	          ------	-------	-------	--------
Accuracy (#correct entries / #total entries): 0.997207

Author: Jose L. Segovia-Juarez, (c) 2001/4.

