		Hypernetwork testing function

Reading organism data at epoch: 6932
Training performance registered at file: 1
Training performance evaluated: 1
Vector	           Input	Desired	Output 	Error
82	      1000011110	100	100	0
83	      1111001001	110	110	0
84	      1010110101	101	101	0
85	      0010100100	001	001	0
86	      1111101110	111	111	0
87	      1111000010	110	110	0
88	      1100100001	111	111	0
89	      0010011110	000	000	0
90	      1010101011	101	101	0
91	      0001000011	000	000	0
92	      0101011101	010	010	0
93	      0101011111	010	010	0
94	      0100001111	010	010	0
95	      1100011001	110	110	0
96	      0100101110	011	011	0
97	      0111101001	011	011	0
98	      1011100101	101	101	0
99	      0100100001	011	011	0
100	      0000011011	000	000	0
101	      1010011110	100	100	0
102	      1101100111	111	111	0
103	      0100110111	011	011	0
104	      0111010101	010	010	0
105	      0001010110	000	000	0
106	      0001010101	000	000	0
107	      1010010100	100	100	0
108	      0110100100	011	011	0
109	      0011010111	000	000	0
110	      1100011101	110	110	0
111	      1111100000	111	111	0
112	      0110111111	011	011	0
113	      0101000011	010	010	0
114	      0111001100	010	010	0
115	      1000101110	101	101	0
116	      1010000100	100	100	0
117	      0000100000	001	001	0
118	      0000100011	001	001	0
119	      0111011100	010	010	0
120	      1000000010	100	100	0
121	      1001000000	100	100	0
122	      1111100001	111	111	0
123	      1000011100	100	100	0
124	      1011110011	101	101	0
125	      0011010000	000	000	0
126	      0101110111	011	011	0
127	      1110111101	111	111	0
128	      1110101001	111	111	0
129	      1110001111	110	110	0
130	      0110111101	011	011	0
131	      1000001011	100	100	0
132	      1000011010	100	100	0
133	      0000101101	001	001	0
134	      1010011011	100	100	0
135	      0011100010	001	001	0
136	      0000110101	001	001	0
137	      1001110100	101	101	0
138	      0010000100	000	000	0
139	      1101000010	110	110	0
140	      0001111100	001	001	0
141	      1100111001	111	111	0
142	      1100000101	110	110	0
143	      0111000110	010	010	0
144	      1111110001	111	111	0
145	      1100000010	110	110	0
146	      0100110101	011	011	0
147	      0101101010	011	011	0
148	      1010001101	100	100	0
149	      0010101111	001	001	0
150	      1001111100	101	101	0
151	      1101110000	111	111	0
152	      0011111110	001	001	0
153	      0001101110	001	001	0
154	      0001100010	001	001	0
155	      1100001001	110	110	0
156	      1100001000	110	110	0
157	      0100011011	010	010	0
158	      1111001101	110	110	0
159	      1010010011	100	100	0
160	      0111101000	011	011	0
161	      1110101010	111	111	0
162	      0010000010	000	000	0
163	      1110100101	111	111	0
164	      1010000000	100	100	0
165	      0011110001	001	001	0
166	      0001110010	001	001	0
167	      0000000101	000	000	0
168	      1110111111	111	111	0
169	      0101010111	010	010	0
170	      0100110001	011	011	0
171	      1001101001	101	101	0
172	      1011000011	100	100	0
173	      0101001100	010	010	0
174	      1000001100	100	100	0
175	      0100101100	011	011	0
176	      1011111101	101	101	0
177	      1101111001	111	111	0
178	      1110011100	110	110	0
179	      1000111101	101	101	0
180	      0010111000	001	001	0
181	      1101111010	111	111	0
182	      0011101010	001	001	0
183	      0001101001	001	001	0
184	      0011101101	001	001	0
185	      1101101010	111	111	0
186	      0011010010	000	000	0
187	      0001111000	001	001	0
188	      0010001110	000	000	0
189	      0101010011	010	010	0
190	      1011111110	101	101	0
191	      0110010101	010	010	0
192	      1000011011	100	100	0
193	      1100011000	110	110	0
194	      0011000011	000	000	0
195	      1110010111	110	110	0
196	      1110011001	110	110	0
197	      1000010100	100	100	0
198	      0110100111	011	011	0
199	      1110111001	111	111	0
200	      0111011110	010	010	0
201	      1111001011	110	110	0
202	      1000000101	100	100	0
203	      0001111111	001	001	0
204	      0110110101	011	011	0
205	      0101111100	011	011	0
206	      1111110011	111	111	0
207	      0011010110	000	000	0
208	      0100111000	011	011	0
209	      0011001000	000	000	0
210	      1010110001	101	101	0
211	      1001011001	100	100	0
212	      1011001010	100	100	0
213	      0000111111	001	001	0
214	      0100010101	010	010	0
215	      1010001010	100	100	0
216	      1101001110	110	110	0
217	      0110101100	011	011	0
218	      0011000001	000	000	0
219	      1110100011	111	111	0
220	      1100010110	110	110	0
221	      0110011000	010	010	0
222	      1100101110	111	111	0
223	      0001011100	000	000	0
224	      1001000100	100	100	0
225	      1011011011	100	100	0
226	      0101100011	011	011	0
227	      0010111100	001	001	0
228	      0000101000	001	001	0
229	      0110000001	010	010	0
230	      1101001111	110	110	0
231	      1001011110	100	100	0
232	      0101011110	010	010	0
233	      1010000011	100	100	0
234	      1110001100	110	110	0
235	      0001010000	000	000	0
236	      1100010100	110	110	0
237	      1000111011	101	101	0
238	      1101010010	110	110	0
239	      1011000110	100	100	0
240	      1110111000	111	111	0
241	      1100101100	111	111	0
242	      1001101110	101	101	0
243	      1111011010	110	110	0
244	      0100011001	010	010	0
245	      1110101110	111	111	0
246	      1110110000	111	111	0
247	      1100010001	110	110	0
248	      1100101010	111	111	0
249	      1010110010	101	101	0
250	      1001111101	101	101	0
251	      1011010100	100	100	0
252	      0000011101	000	000	0
253	      0000101100	001	001	0
254	      0101011000	010	010	0
255	      1011110000	101	101	0
256	      0010111010	001	001	0
257	      1100111011	111	111	0
258	      0001111011	001	001	0
259	      0111110100	011	011	0
260	      0111111101	011	011	0
261	      1000111110	101	101	0
262	      1110000110	110	110	0
263	      1001001011	100	100	0
264	      0010110011	001	001	0
265	      1000110001	101	101	0
266	      1011111010	101	101	0
267	      0111110111	011	011	0
268	      1100010010	110	110	0
269	      0010010010	000	000	0
270	      0111001001	010	010	0
271	      0010100011	001	001	0
272	      1111010101	110	110	0
273	      1111011000	110	110	0
274	      0010001011	000	000	0
275	      1110110110	111	111	0
276	      1011100110	101	101	0
277	      0111101110	011	011	0
278	      0000010110	000	000	0
279	      1010111010	101	101	0
280	      1100110011	111	111	0
281	      0010011111	000	000	0
282	      0010111111	001	001	0
283	      1001101111	101	101	0
284	      0001010111	000	000	0
285	      0010000110	000	000	0
286	      1111010100	110	110	0
287	      1100100101	111	111	0
288	      0111010001	010	010	0
289	      0110000110	010	010	0
290	      0101111101	011	011	0
291	      1011100010	101	101	0
292	      0110101111	011	011	0
293	      0111110101	011	011	0
294	      0101011100	010	010	0
295	      1011101100	101	101	0
296	      1011101011	101	101	0
297	      0000011100	000	000	0
298	      0011011101	000	000	0
299	      0111000000	010	010	0
300	      0010111011	001	001	0
301	      1100100010	111	111	0
302	      1100111101	111	111	0
303	      1101000000	110	110	0
304	      1000101001	101	101	0
305	      1100110000	111	111	0
306	      0010010100	000	000	0
307	      1000010111	100	100	0
308	      0001011110	000	000	0
309	      1100110001	111	111	0
310	      1100111111	111	111	0
311	      1111110111	111	111	0
312	      0000111000	001	001	0
313	      1110001101	110	110	0
314	      0000010101	000	000	0
315	      1101100000	111	111	0
316	      1000111001	101	101	0
317	      1001000001	100	100	0
318	      0110111000	011	011	0
319	      1111101011	111	111	0
320	      0111000001	010	010	0
321	      1110111100	111	111	0
322	      1110101101	111	111	0
323	      1000101010	101	101	0
324	      0110001111	010	010	0
325	      0011101001	001	001	0
326	      0111111000	011	011	0
327	      0001111001	001	001	0
328	      0011111101	001	001	0
329	      0000111011	001	001	0
330	      1010000110	100	100	0
331	      1001001010	100	100	0
332	      0000110111	001	001	0
333	      0111110110	011	011	0
334	      1011010001	100	100	0
335	      0011001111	000	000	0
336	      0001001101	000	000	0
337	      1100001111	110	110	0
338	      1101100101	111	111	0
339	      1011001011	100	100	0
340	      1011101000	101	101	0
341	      1110000000	110	110	0
342	      0001011001	000	000	0
343	      1111000110	110	110	0
344	      0000110100	001	001	0
345	      0011001011	000	000	0
346	      0111111110	011	011	0
347	      1011110010	101	101	0
348	      1111101001	111	111	0
349	      0111001010	010	010	0
350	      1111111011	111	111	0
351	      0111001111	010	010	0
352	      1101010011	110	110	0
353	      0011100101	001	001	0
354	      1110111010	111	111	0
355	      0010110000	001	001	0
356	      0000000010	000	000	0
357	      1010100101	101	101	0
358	      1011110110	101	101	0
359	      1101111101	111	111	0
360	      0011110010	001	001	0
361	      0000000100	000	000	0
362	      1110010110	110	110	0
363	      1001011111	100	100	0
364	      1011111001	101	101	0
365	      0100110010	011	011	0
366	      1101000001	110	110	0
367	      0111100100	011	011	0
368	      1001111001	101	101	0
369	      0110101000	011	011	0
370	      1110000111	110	110	0
371	      1111100011	111	111	0
372	      1011010010	100	100	0
373	      1011010111	100	100	0
374	      0011000100	000	000	0
375	      0011011011	000	000	0
376	      0101111010	011	011	0
377	      0001001100	000	000	0
378	      0011110111	001	001	0
379	      0001011111	000	000	0
380	      1100000011	110	110	0
381	      1010111011	101	101	0
382	      0110000101	010	010	0
383	      1000100010	101	101	0
384	      1110010100	110	110	0
385	      0000100101	001	001	0
386	      0101110011	011	011	0
387	      0011111111	001	001	0
388	      1011000010	100	100	0
389	      1010001011	100	100	0
390	      1001000110	100	100	0
391	      0011101100	001	001	0
392	      1110110001	111	111	0
393	      1000010110	100	100	0
394	      1001011010	100	100	0
395	      1001110000	101	101	0
396	      1100110101	111	111	0
397	      0100110100	011	011	0
398	      1100000110	110	110	0
399	      0101100010	011	011	0
400	      1101000101	110	110	0
401	      1111000100	110	110	0
402	      1101101100	111	111	0
403	      0010000000	000	000	0
404	      0101000111	010	010	0
405	      1001100010	101	101	0
406	      0101100110	011	011	0
407	      1010011001	100	100	0
408	      0111111001	011	011	0
409	      1111011101	110	110	0
410	      1110000011	110	110	0
411	      1110010001	110	110	0
412	      0001000101	000	000	0
413	      1111000011	110	110	0
414	      0011000111	000	000	0
415	      0011111011	001	001	0
416	      0000000011	000	000	0
417	      1011011110	100	100	0
418	      0001101101	001	001	0
419	      1110011111	110	110	0
420	      1100101011	111	111	0
421	      1000100111	101	101	0
422	      1111011001	110	110	0
423	      1011000111	100	100	0
424	      1010000010	100	100	0
425	      1001100100	101	101	0
426	      1110110011	111	111	0
427	      1101110100	111	111	0
428	      0101101110	011	011	0
429	      0110010010	010	010	0
430	      0001010010	000	000	0
431	      1111010000	110	110	0
432	      1000100101	101	101	0
433	      0110101011	011	011	0
434	      1101101101	111	111	0
435	      1100010101	110	110	0
436	      1010101001	101	101	0
437	      0000001001	000	000	0
438	      0100101011	011	011	0
439	      0110110110	011	011	0
440	      0101011010	010	010	0
441	      1101101110	111	111	0
442	      0101010100	010	010	0
443	      0001101100	001	001	0
444	      0010000001	000	000	0
445	      1001000101	100	100	0
446	      1111110010	111	111	0
447	      1010010001	100	100	0
448	      0101000000	010	010	0
449	      0111110000	011	011	0
450	      0101010101	010	010	0
451	      0011011010	000	000	0
452	      1101110010	111	111	0
453	      0100110110	011	011	0
454	      1011011001	100	100	0
455	      1000110110	101	101	0
456	      1010101100	101	101	0
457	      0010011100	000	000	0
458	      1111101000	111	111	0
459	      1001000011	100	100	0
460	      0100100101	011	011	0
461	      1010110011	101	101	0
462	      0110111100	011	011	0
463	      0100010100	010	010	0
464	      1010011101	100	100	0
465	      0001110000	001	001	0
466	      0011100111	001	001	0
467	      0001110100	001	001	0
468	      0110110100	011	011	0
469	      0011001100	000	000	0
470	      0101001000	010	010	0
471	      1001110001	101	101	0
472	      1101000011	110	110	0
473	      1001010100	100	100	0
474	      0010110110	001	001	0
475	      1011011111	100	100	0
476	      1110000100	110	110	0
477	      0010011001	000	000	0
478	      1100110111	111	111	0
479	      0100111111	011	011	0
480	      1110100001	111	111	0
481	      0100101000	011	011	0
482	      0011010011	000	000	0
483	      1000000100	100	100	0
484	      0001000001	000	000	0
485	      1100101111	111	111	0
486	      1010111110	101	101	0
487	      0111100011	011	011	0
488	      1000111100	101	101	0
489	      1101001001	110	110	0
490	      1101001101	110	110	0
491	      0110000011	010	010	0
492	      0100101010	011	011	0
493	      0001100110	001	001	0
494	      0110011001	010	010	0
495	      1011110101	101	101	0
496	      0100100111	011	011	0
497	      1001001001	100	100	0
498	      1110011010	110	110	0
499	      1101101111	111	111	0
500	      0100010010	010	010	0
501	      1101111011	111	111	0
502	      0101001111	010	010	0
503	      1001101100	101	101	0
504	      1001110101	101	101	0
505	      0111000010	010	010	0
506	      1100100100	111	111	0
507	      0111101111	011	011	0
508	      0101000010	010	010	0
509	      0001010001	000	000	0
510	      1111110110	111	111	0
511	      1010110000	101	101	0
512	      0111110001	011	011	0
513	      0010110111	001	001	0
514	      0100000001	010	010	0
515	      1110100000	111	111	0
516	      1011101111	101	101	0
517	      0001100101	001	001	0
518	      1110101111	111	111	0
519	      0100010110	010	010	0
520	      1010001100	100	100	0
521	      0010001001	000	000	0
522	      0101000110	010	010	0
523	      1011000100	100	100	0
524	      0010101010	001	001	0
525	      1100011111	110	110	0
526	      0110011011	010	010	0
527	      0101010001	010	010	0
528	      1001011000	100	100	0
529	      1001111000	101	101	0
530	      1001010110	100	100	0
531	      1001110111	101	101	0
532	      1000000000	100	100	0
533	      1111000001	110	110	0
534	      0110111011	011	011	0
535	      1000001101	100	100	0
536	      0111010100	010	010	0
537	      0111101010	011	011	0
538	      1101110110	111	111	0
539	      0011111010	001	001	0
540	      1000010011	100	100	0
541	      0110010111	010	010	0
542	      0010101110	001	001	0
543	      1101010001	110	110	0
544	      0101000100	010	010	0
545	      0111011010	010	010	0
546	      1010101101	101	101	0
547	      1101111000	111	111	0
548	      0110110001	011	011	0
549	      0100000000	010	010	0
550	      1100000001	110	110	0
551	      1111000101	110	110	0
552	      1111011100	110	110	0
553	      0110100010	011	011	0
554	      1011011100	100	100	0
555	      1010110100	101	101	0
556	      1101011001	110	110	0
557	      1001111011	101	101	0
558	      1010100000	101	101	0
559	      1101011100	110	110	0
560	      0100000110	010	010	0
561	      1001010101	100	100	0
562	      1000000001	100	100	0
563	      0001011010	000	000	0
564	      0110000111	010	010	0
565	      0001011101	000	000	0
566	      0010000011	000	000	0
567	      1101011010	110	110	0
568	      1011010110	100	100	0
569	      1100010111	110	110	0
570	      0000101111	001	001	0
571	      1000111010	101	101	0
572	      1101100110	111	111	0
573	      0101101100	011	011	0
574	      0011101110	001	001	0
575	      0110010100	010	010	0
576	      0010100000	001	001	0
577	      0100010001	010	010	0
578	      0010010111	000	000	0
579	      1000011001	100	100	0
580	      0010001111	000	000	0
581	      0111001011	010	010	0
582	      0111011111	010	010	0
583	      0010100101	001	001	0
584	      1001100111	101	101	0
585	      0100001011	010	010	0
586	      0101010000	010	010	0
587	      0100010011	010	010	0
588	      1101000111	110	110	0
589	      1100001010	110	110	0
590	      1001101101	101	101	0
591	      1000110100	101	101	0
592	      0000010011	000	000	0
593	      0101110101	011	011	0
594	      0011101011	001	001	0
595	      0111100000	011	011	0
596	      0100011110	010	010	0
597	      0000000111	000	000	0
598	      1010111101	101	101	0
599	      1100011011	110	110	0
600	      1101101001	111	111	0
601	      0101011001	010	010	0
602	      0101100100	011	011	0
603	      1100100110	111	111	0
604	      0110101110	011	011	0
605	      0111100101	011	011	0
606	      1001100000	101	101	0
607	      1110100010	111	111	0
608	      1110100110	111	111	0
609	      1110000001	110	110	0
610	      0011011110	000	000	0
611	      1101000100	110	110	0
612	      1001001111	100	100	0
613	      0000011111	000	000	0
614	      1011011000	100	100	0
615	      0100001010	010	010	0
616	      1110100100	111	111	0
617	      0001101111	001	001	0
618	      1101111110	111	111	0
619	      1000000011	100	100	0
620	      0100111101	011	011	0
621	      1011100011	101	101	0
622	      0001100000	001	001	0
623	      1101001010	110	110	0
624	      1010011010	100	100	0
625	      1010101000	101	101	0
626	      0000011000	000	000	0
627	      1111001000	110	110	0
628	      1010001001	100	100	0
629	      1010100111	101	101	0
630	      1000010101	100	100	0
631	      1101110111	111	111	0
632	      1110100111	111	111	0
633	      1110011000	110	110	0
634	      0100111011	011	011	0
635	      1100111110	111	111	0
636	      1111011011	110	110	0
637	      0000101110	001	001	0
638	      0001000000	000	000	0
639	      1011011010	100	100	0
640	      1001001101	100	100	0
641	      0001000111	000	000	0
642	      1001001100	100	100	0
643	      1110110101	111	111	0
644	      1001101011	101	101	0
645	      0000110001	001	001	0
646	      1000001111	100	100	0
647	      1100100000	111	111	0
648	      0111111111	011	011	0
649	      0111100111	011	011	0
650	      1000110000	101	101	0
651	      0100011000	010	010	0
652	      1001111010	101	101	0
653	      1011100111	101	101	0
654	      1000011111	100	100	0
655	      0001001011	000	000	0
656	      1101001100	110	110	0
657	      0010001010	000	000	0
658	      1111111010	111	111	0
659	      1101011101	110	110	0
660	      0111101011	011	011	0
661	      1110001110	110	110	0
662	      1000100100	101	101	0
663	      1011100001	101	101	0
664	      0111011001	010	010	0
665	      1111111100	111	111	0
666	      0110100001	011	011	0
667	      0010001101	000	000	0
668	      0100000011	010	010	0
669	      0100011100	010	010	0
670	      0110110011	011	011	0
671	      1111101010	111	111	0
672	      0010110101	001	001	0
673	      0100001110	010	010	0
674	      0101101001	011	011	0
675	      0100100110	011	011	0
676	      0100110000	011	011	0
677	      0110101001	011	011	0
678	      0101110110	011	011	0
679	      0110010001	010	010	0
680	      1000110011	101	101	0
681	      0110111010	011	011	0
682	      0110011111	010	010	0
683	      0010100110	001	001	0
684	      0110010000	010	010	0
685	      0110001110	010	010	0
686	      0100111010	011	011	0
687	      0110001100	010	010	0
688	      1001001000	100	100	0
689	      1011111111	101	101	0
690	      1010100010	101	101	0
691	      0101110000	011	011	0
692	      0001110001	001	001	0
693	      0010001000	000	000	0
694	      0010010101	000	000	0
695	      0010110010	001	001	0
696	      0101110100	011	011	0
697	      1110101011	111	111	0
698	      0111110011	011	011	0
699	      1111011110	110	110	0
700	      0010110001	001	001	0
701	      0101001101	010	010	0
702	      0001000100	000	000	0
703	      0101111011	011	011	0
704	      0101111111	011	011	0
705	      0011000101	000	000	0
706	      0110001011	010	010	0
707	      0110100101	011	011	0
708	      1010111001	101	101	0
709	      0100110011	011	011	0
710	      1001101000	101	101	0
711	      1101001000	110	110	0
712	      0100000100	010	010	0
713	      1111111000	111	111	0
714	      1110110100	111	111	0
715	      0110110000	011	011	0
716	      1011010000	100	100	0
------	          ------	-------	-------	--------
Accuracy (#correct entries / #total entries): 1

Author: Jose L. Segovia-Juarez, (c) 2001/4.

