		Hypernetwork testing function

Reading organism data at epoch: 683
Training performance registered at file: 1
Training performance evaluated: 1
Vector	           Input	Desired	Output 	Error
82	      0100001111	010	010	0
83	      1100111110	111	111	0
84	      1111100010	111	111	0
85	      1100011101	110	110	0
86	      0111100010	011	011	0
87	      0001100011	001	001	0
88	      0011001110	000	000	0
89	      1000100111	101	101	0
90	      1110100111	111	111	0
91	      0000010000	000	000	0
92	      1000110111	101	101	0
93	      1111100011	111	111	0
94	      1000101101	101	101	0
95	      1011110010	101	101	0
96	      1010000111	100	100	0
97	      0000000111	000	000	0
98	      0010001011	000	000	0
99	      1110011010	110	110	0
100	      1011001010	100	100	0
101	      0111010100	010	010	0
102	      0101101010	011	011	0
103	      1110000001	110	110	0
104	      1101100100	111	111	0
105	      0110100101	011	011	0
106	      0010011111	000	000	0
107	      0111111010	011	011	0
108	      0100101010	011	011	0
109	      1000010111	100	100	0
110	      0000010111	000	000	0
111	      0011111111	001	001	0
112	      0111000111	010	010	0
113	      0001011111	000	000	0
114	      0111111101	011	011	0
115	      0101100111	011	011	0
116	      0100110010	011	011	0
117	      0011100000	001	001	0
118	      0001000011	000	000	0
119	      0010110100	001	001	0
120	      0011100010	001	001	0
121	      1110000101	110	110	0
122	      0000001001	000	000	0
123	      1001011100	100	100	0
124	      1001100011	101	101	0
125	      0100100001	011	011	0
126	      1101111111	111	111	0
127	      1111010011	110	110	0
128	      0010011010	000	000	0
129	      0010111001	001	001	0
130	      1111011101	110	110	0
131	      1011110100	101	101	0
132	      0000111101	001	001	0
133	      0001111011	001	001	0
134	      1011000111	100	100	0
135	      1100111100	111	111	0
136	      0010011001	000	000	0
137	      1100010000	110	110	0
138	      0010000000	000	000	0
139	      1011000001	100	100	0
140	      1110110100	111	111	0
141	      1001011110	100	100	0
142	      0000111010	001	001	0
143	      0101110100	011	011	0
144	      1001001011	100	100	0
145	      1110100110	111	111	0
146	      0111010010	010	010	0
147	      1001000001	100	100	0
148	      0000000011	000	000	0
149	      0000100011	001	001	0
150	      1000111001	101	101	0
151	      1001000110	100	100	0
152	      1001000010	100	100	0
153	      1011100011	101	101	0
154	      1001111101	101	101	0
155	      0000011110	000	000	0
156	      0110111110	011	011	0
157	      1110110110	111	111	0
158	      0010001000	000	000	0
159	      1010010101	100	100	0
160	      1100100110	111	111	0
161	      0001111111	001	001	0
162	      1111100101	111	111	0
163	      0111011111	010	010	0
164	      0100100101	011	011	0
165	      1001011000	100	100	0
166	      0000100100	001	001	0
167	      1010001000	100	100	0
168	      0000101110	001	001	0
169	      1001101110	101	101	0
170	      0111110110	011	011	0
171	      1100000010	110	110	0
172	      1000010000	100	100	0
173	      1101110110	111	111	0
174	      1001011101	100	100	0
175	      1100001000	110	110	0
176	      1011001011	100	100	0
177	      1001010110	100	100	0
178	      0110011111	010	010	0
179	      0000100010	001	001	0
180	      0010100010	001	001	0
181	      0001010100	000	000	0
182	      1111011011	110	110	0
183	      0101000110	010	010	0
184	      0100100010	011	011	0
185	      1000110011	101	101	0
186	      0011011111	000	000	0
187	      0100011000	010	010	0
188	      1000110010	101	101	0
189	      1010100111	101	101	0
190	      0111011010	010	010	0
191	      1000100100	101	101	0
192	      1000000000	100	100	0
193	      0000110101	001	001	0
194	      1111000011	110	110	0
195	      0110000110	010	010	0
196	      1101000011	110	110	0
197	      0111110100	011	011	0
198	      0000110011	001	001	0
199	      0010010001	000	000	0
200	      1000011110	100	100	0
201	      1011100101	101	101	0
202	      0100100000	011	011	0
203	      0101001110	010	010	0
204	      0111100011	011	011	0
205	      1011110001	101	101	0
206	      0101000100	010	010	0
207	      0110101011	011	011	0
208	      1100001111	110	110	0
209	      0101111100	011	011	0
210	      0110000000	010	010	0
211	      0111011110	010	010	0
212	      1110001101	110	110	0
213	      0001101001	001	001	0
214	      0101010010	010	010	0
215	      1010111111	101	101	0
216	      1010010010	100	100	0
217	      1001100001	101	101	0
218	      0100000010	010	010	0
219	      1111011110	110	110	0
220	      1100010111	110	110	0
221	      1010010100	100	100	0
222	      1111000000	110	110	0
223	      1101101100	111	111	0
224	      0111100001	011	011	0
225	      1101101111	111	111	0
226	      1010110110	101	101	0
227	      1001001100	100	100	0
228	      1001011001	100	100	0
229	      0110010111	010	010	0
230	      0101000011	010	010	0
231	      0001000001	000	000	0
232	      1110111100	111	111	0
233	      1100111111	111	111	0
234	      0100010010	010	010	0
235	      0001000000	000	000	0
236	      0100110001	011	011	0
237	      0110111100	011	011	0
238	      1110011110	110	110	0
239	      1110010111	110	110	0
240	      1110010011	110	110	0
241	      0101110011	011	011	0
242	      1010001001	100	100	0
243	      0111011011	010	010	0
244	      1100010100	110	110	0
245	      1101101010	111	111	0
246	      0110110001	011	011	0
247	      1001001101	100	100	0
248	      0100011110	010	010	0
249	      0011001000	000	000	0
250	      1001001010	100	100	0
251	      1000001100	100	100	0
252	      1000001010	100	100	0
253	      0001111100	001	001	0
254	      1010011100	100	100	0
255	      1011101101	101	101	0
256	      0110001110	010	010	0
257	      0100110110	011	011	0
258	      0101110111	011	011	0
259	      1011001110	100	100	0
260	      1010101000	101	101	0
261	      1010011111	100	100	0
262	      0101010001	010	010	0
263	      1000100110	101	101	0
264	      1111100001	111	111	0
265	      0010110000	001	001	0
266	      0010011100	000	000	0
267	      1010100101	101	101	0
268	      0101001001	010	010	0
269	      0100010100	010	010	0
270	      1000011100	100	100	0
271	      1010011001	100	100	0
272	      1001110011	101	101	0
273	      1111001000	110	110	0
274	      0000101010	001	001	0
275	      0110010011	010	010	0
276	      1101100110	111	111	0
277	      1000110110	101	101	0
278	      0110100000	011	011	0
279	      0101101101	011	011	0
280	      1010010011	100	100	0
281	      1010001111	100	100	0
282	      1100110010	111	111	0
283	      0110111001	011	011	0
284	      0001000010	000	000	0
285	      0101011100	010	010	0
286	      1011011010	100	100	0
287	      1100011001	110	110	0
288	      0000110100	001	001	0
289	      1111001111	110	110	0
290	      0100111010	011	011	0
291	      0110100011	011	011	0
292	      1001110111	101	101	0
293	      1000100000	101	101	0
294	      1100010010	110	110	0
295	      0100111101	011	011	0
296	      0110100001	011	011	0
297	      0100001000	010	010	0
298	      1111101101	111	111	0
299	      0101110001	011	011	0
300	      1100101101	111	111	0
301	      0001011001	000	000	0
302	      1101110001	111	111	0
303	      0111001001	010	010	0
304	      0110111010	011	011	0
305	      0111111011	011	011	0
306	      1000000011	100	100	0
307	      1101110111	111	111	0
308	      1111011111	110	110	0
309	      1010110111	101	101	0
310	      1111100100	111	111	0
311	      1000010001	100	100	0
312	      1111100111	111	111	0
313	      1000011000	100	100	0
314	      0010100100	001	001	0
315	      0000101011	001	001	0
316	      1111111000	111	111	0
317	      1001100000	101	101	0
318	      1100000110	110	110	0
319	      1010000001	100	100	0
320	      0001101100	001	001	0
321	      0000101101	001	001	0
322	      0111111111	011	011	0
323	      1011101110	101	101	0
324	      1100100001	111	111	0
325	      1000111110	101	101	0
326	      0010011101	000	000	0
327	      1101110000	111	111	0
328	      0100101011	011	011	0
329	      0011111011	001	001	0
330	      1110101001	111	111	0
331	      0101000010	010	010	0
332	      0111011001	010	010	0
333	      0100001011	010	010	0
334	      1000000100	100	100	0
335	      1101010001	110	110	0
336	      0001110010	001	001	0
337	      1110011011	110	110	0
338	      0110010101	010	010	0
339	      0011101111	001	001	0
340	      1000101000	101	101	0
341	      0101000111	010	010	0
342	      0010001010	000	000	0
343	      0100111110	011	011	0
344	      0101001100	010	010	0
345	      0110000011	010	010	0
346	      0001100101	001	001	0
347	      1110111010	111	111	0
348	      1011111111	101	101	0
349	      1111001011	110	110	0
350	      0111100101	011	011	0
351	      1110010000	110	110	0
352	      0011010011	000	000	0
353	      1101111100	111	111	0
354	      1111111010	111	111	0
355	      1011010011	100	100	0
356	      1100010110	110	110	0
357	      0100010000	010	010	0
358	      1111110110	111	111	0
359	      0100110000	011	011	0
360	      0000001110	000	000	0
361	      1000010101	100	100	0
362	      1100000011	110	110	0
363	      0001010110	000	000	0
364	      1010110010	101	101	0
365	      0000001100	000	000	0
366	      1101000110	110	110	0
367	      0001101110	001	001	0
368	      1111110111	111	111	0
369	      1100000101	110	110	0
370	      0011110010	001	001	0
371	      1111010101	110	110	0
372	      1000111111	101	101	0
373	      0100011011	010	010	0
374	      0111001000	010	010	0
375	      1001011011	100	100	0
376	      1100100010	111	111	0
377	      1001100010	101	101	0
378	      0110110101	011	011	0
379	      0101001111	010	010	0
380	      1000101111	101	101	0
381	      0010101100	001	001	0
382	      0110000101	010	010	0
383	      1001111000	101	101	0
384	      0001001001	000	000	0
385	      1101001100	110	110	0
386	      0000011100	000	000	0
387	      1001110110	101	101	0
388	      1100100101	111	111	0
389	      1110010100	110	110	0
390	      1011010101	100	100	0
391	      0100110111	011	011	0
392	      1001001000	100	100	0
393	      1001000101	100	100	0
394	      1110001001	110	110	0
395	      0000010010	000	000	0
396	      1111100000	111	111	0
397	      0011000000	000	000	0
398	      0010001110	000	000	0
399	      0101100011	011	011	0
400	      1000010100	100	100	0
401	      0000110001	001	001	0
402	      1110111011	111	111	0
403	      0101001000	010	010	0
404	      1111110101	111	111	0
405	      0001100111	001	001	0
406	      1000101010	101	101	0
407	      0011011011	000	000	0
408	      0101111011	011	011	0
409	      1101101000	111	111	0
410	      1101011100	110	110	0
411	      0001111001	001	001	0
412	      0001010011	000	000	0
413	      1011010010	100	100	0
414	      0001011100	000	000	0
415	      0010010100	000	000	0
416	      0111100111	011	011	0
417	      0110001001	010	010	0
418	      1110110101	111	111	0
419	      0100001110	010	010	0
420	      1101111010	111	111	0
421	      0000111011	001	001	0
422	      0101110101	011	011	0
423	      0111001100	010	010	0
424	      1101010011	110	110	0
425	      0011001101	000	000	0
426	      0111000001	010	010	0
427	      1101010101	110	110	0
428	      0010101110	001	001	0
429	      0001010000	000	000	0
430	      0001100001	001	001	0
431	      0101011111	010	010	0
432	      1010110011	101	101	0
433	      0110101000	011	011	0
434	      0001101111	001	001	0
435	      0010101111	001	001	0
436	      0010001111	000	000	0
437	      1101110011	111	111	0
438	      0000000110	000	000	0
439	      1000011111	100	100	0
440	      0000011011	000	000	0
441	      0011011000	000	000	0
442	      0111001011	010	010	0
443	      0011101000	001	001	0
444	      1100000100	110	110	0
445	      0111001110	010	010	0
446	      0000110110	001	001	0
447	      0010100000	001	001	0
448	      1010111010	101	101	0
449	      1100101010	111	111	0
450	      1110100100	111	111	0
451	      1010000101	100	100	0
452	      0001001100	000	000	0
453	      1100011111	110	110	0
454	      0110011001	010	010	0
455	      0011010101	000	000	0
456	      0011011101	000	000	0
457	      1010100000	101	101	0
458	      0010110101	001	001	0
459	      1011101010	101	101	0
460	      1110011001	110	110	0
461	      0111010000	010	010	0
462	      1010101010	101	101	0
463	      0010110010	001	001	0
464	      0010000111	000	000	0
465	      0001110111	001	001	0
466	      1011010001	100	100	0
467	      0101010110	010	010	0
468	      0100001010	010	010	0
469	      1000001011	100	100	0
470	      0101111000	011	011	0
471	      0011101010	001	001	0
472	      1001111011	101	101	0
473	      0101011000	010	010	0
474	      0101101001	011	011	0
475	      1011011011	100	100	0
476	      1010111100	101	101	0
477	      0111100000	011	011	0
478	      0100100111	011	011	0
479	      1011011100	100	100	0
480	      1010011101	100	100	0
481	      1001101111	101	101	0
482	      0101001011	010	010	0
483	      1111010110	110	110	0
484	      1101111000	111	111	0
485	      1011110011	101	101	0
486	      0111100100	011	011	0
487	      1100001110	110	110	0
488	      0000101001	001	001	0
489	      1000110100	101	101	0
490	      0111101011	011	011	0
491	      1110100011	111	111	0
492	      0111101010	011	011	0
493	      0010111010	001	001	0
494	      1100101001	111	111	0
495	      1110010110	110	110	0
496	      0011001111	000	000	0
497	      0010100110	001	001	0
498	      0111101001	011	011	0
499	      0001100000	001	001	0
500	      0100111001	011	011	0
501	      0101111101	011	011	0
502	      0100010101	010	010	0
503	      0100100100	011	011	0
504	      0000101100	001	001	0
505	      0010010101	000	000	0
506	      1011110111	101	101	0
507	      0101001010	010	010	0
508	      1101010110	110	110	0
509	      1011000000	100	100	0
510	      0100101001	011	011	0
511	      0011100110	001	001	0
512	      1100111001	111	111	0
513	      1101001111	110	110	0
514	      1010010001	100	100	0
515	      0010100011	001	001	0
516	      0001101011	001	001	0
517	      1110101011	111	111	0
518	      0001111110	001	001	0
519	      1111010000	110	110	0
520	      0111000011	010	010	0
521	      1101000010	110	110	0
522	      0010001001	000	000	0
523	      1010100100	101	101	0
524	      0001011010	000	000	0
525	      0011011001	000	000	0
526	      1011001101	100	100	0
527	      1101101101	111	111	0
528	      0111111100	011	011	0
529	      0110110000	011	011	0
530	      0110011010	010	010	0
531	      0010111000	001	001	0
532	      1111000100	110	110	0
533	      0110110110	011	011	0
534	      0100100110	011	011	0
535	      1010000000	100	100	0
536	      1110111001	111	111	0
537	      1111000001	110	110	0
538	      0111110101	011	011	0
539	      0110001000	010	010	0
540	      1011100110	101	101	0
541	      0100001100	010	010	0
542	      1101011000	110	110	0
543	      1010111110	101	101	0
544	      1101010100	110	110	0
545	      0110001011	010	010	0
546	      1100110000	111	111	0
547	      0001001111	000	000	0
548	      1000101110	101	101	0
549	      0011001100	000	000	0
550	      0001010101	000	000	0
551	      1001101010	101	101	0
552	      0001110011	001	001	0
553	      1000001111	100	100	0
554	      1011001111	100	100	0
555	      1001101001	101	101	0
556	      1101011001	110	110	0
557	      0100111000	011	011	0
558	      1000100011	101	101	0
559	      1101100000	111	111	0
560	      0100001001	010	010	0
561	      0100000111	010	010	0
562	      1101101001	111	111	0
563	      1110111110	111	111	0
564	      1000110000	101	101	0
565	      0000000010	000	000	0
566	      0101101000	011	011	0
567	      1001011111	100	100	0
568	      0001011110	000	000	0
569	      0010011110	000	000	0
570	      1101110100	111	111	0
571	      0001010010	000	000	0
572	      1010010110	100	100	0
573	      0110100010	011	011	0
574	      1011011110	100	100	0
575	      0011111110	001	001	0
576	      0110111011	011	011	0
577	      1001111001	101	101	0
578	      1011011000	100	100	0
579	      1001100111	101	101	0
580	      1011110110	101	101	0
581	      1101111001	111	111	0
582	      0100111100	011	011	0
583	      1111100110	111	111	0
584	      0010100101	001	001	0
585	      1110001000	110	110	0
586	      1011011101	100	100	0
587	      0011001010	000	000	0
588	      1001010011	100	100	0
589	      0100001101	010	010	0
590	      0110000100	010	010	0
591	      0011011110	000	000	0
592	      1110101110	111	111	0
593	      1100001010	110	110	0
594	      0111011100	010	010	0
595	      1010000100	100	100	0
596	      1001010010	100	100	0
597	      0011110110	001	001	0
598	      0101110000	011	011	0
599	      1000000010	100	100	0
600	      1110101000	111	111	0
601	      1100100100	111	111	0
602	      0000111111	001	001	0
603	      1010010000	100	100	0
604	      1010100010	101	101	0
605	      0111111000	011	011	0
606	      1010100110	101	101	0
607	      1010010111	100	100	0
608	      1101001011	110	110	0
609	      0001001101	000	000	0
610	      1101100101	111	111	0
611	      1110010101	110	110	0
612	      0110111101	011	011	0
613	      0000000101	000	000	0
614	      1001100100	101	101	0
615	      0011110111	001	001	0
616	      1110000100	110	110	0
617	      0101011101	010	010	0
618	      1001110101	101	101	0
619	      0010100001	001	001	0
620	      0000001000	000	000	0
621	      0000100000	001	001	0
622	      0011100111	001	001	0
623	      0011110000	001	001	0
624	      1000010011	100	100	0
625	      0000101000	001	001	0
626	      1000000101	100	100	0
627	      1011010100	100	100	0
628	      0011110011	001	001	0
629	      0111111110	011	011	0
630	      1110001110	110	110	0
631	      1111111100	111	111	0
632	      0011111100	001	001	0
633	      1011111011	101	101	0
634	      0101001101	010	010	0
635	      1010110000	101	101	0
636	      0010000110	000	000	0
637	      1111110000	111	111	0
638	      0111000101	010	010	0
639	      1101111011	111	111	0
640	      1100110111	111	111	0
641	      1100110001	111	111	0
642	      1100000000	110	110	0
643	      1110001111	110	110	0
644	      1001001001	100	100	0
645	      1110011000	110	110	0
646	      0100000011	010	010	0
647	      1000010010	100	100	0
648	      0110010010	010	010	0
649	      1100011110	110	110	0
650	      1001010100	100	100	0
651	      0111010101	010	010	0
652	      0110011011	010	010	0
653	      0011110001	001	001	0
654	      1001101101	101	101	0
655	      1100101100	111	111	0
656	      0011101101	001	001	0
657	      0100101110	011	011	0
658	      1101110101	111	111	0
659	      0011010100	000	000	0
660	      1001111111	101	101	0
661	      1101100010	111	111	0
662	      0101011001	010	010	0
663	      1001110100	101	101	0
664	      0101110110	011	011	0
665	      0011100001	001	001	0
666	      0011010001	000	000	0
667	      0111010111	010	010	0
668	      1001010111	100	100	0
669	      1010101100	101	101	0
670	      1101010000	110	110	0
671	      1101101011	111	111	0
672	      0010101011	001	001	0
673	      0111010110	010	010	0
674	      0000111001	001	001	0
675	      0001000101	000	000	0
676	      1001110000	101	101	0
677	      0100011010	010	010	0
678	      1111101000	111	111	0
679	      0010000001	000	000	0
680	      1101000111	110	110	0
681	      1101111110	111	111	0
682	      0010110110	001	001	0
683	      1010110100	101	101	0
684	      0010111100	001	001	0
685	      0101011010	010	010	0
686	      1111101001	111	111	0
687	      1110100010	111	111	0
688	      0110010110	010	010	0
689	      0101100000	011	011	0
690	      1101001000	110	110	0
691	      1001100101	101	101	0
692	      0111100110	011	011	0
693	      0100000100	010	010	0
694	      0010110111	001	001	0
695	      1100111000	111	111	0
696	      1010110101	101	101	0
697	      1101011111	110	110	0
698	      1011001000	100	100	0
699	      0011001001	000	000	0
700	      0010011011	000	000	0
701	      1101000100	110	110	0
702	      0100000001	010	010	0
703	      0000000100	000	000	0
704	      1011001001	100	100	0
705	      0001001010	000	000	0
706	      0100011101	010	010	0
707	      0010111011	001	001	0
708	      1101001101	110	110	0
709	      1010011000	100	100	0
710	      1010000110	100	100	0
711	      1100001101	110	110	0
712	      0000010001	000	000	0
713	      1111110010	111	111	0
714	      0111101111	011	011	0
715	      0010000010	000	000	0
716	      1001010101	100	100	0
------	          ------	-------	-------	--------
Accuracy (#correct entries / #total entries): 1

Author: Jose L. Segovia-Juarez, (c) 2001/4.

