		Hypernetwork testing function

Reading organism data at epoch: 30000
Training performance registered at file: 0.913715
Training performance evaluated: 0.913715
Vector	           Input	Desired	Output 	Error
71	      1111010110	111011	111011	0
72	      0110111111	011111	011111	0
73	      0001100100	000101	000101	0
74	      1101011100	110011	110011	0
75	      0000110011	000110	000110	0
76	      0110111011	011110	011111	1
77	      1100001111	110001	110001	0
78	      0000001110	000001	010001	1
79	      0101110100	010111	010111	0
80	      0111100101	011101	011101	0
81	      1101100000	110100	110101	1
82	      1100100011	110100	110101	1
83	      1111000111	111001	111001	0
84	      1001011100	100011	100010	1
85	      0101001101	010001	010001	0
86	      1100100111	110101	110101	0
87	      0101110011	010110	010111	1
88	      0001001011	000000	010001	1
89	      1100111011	110110	110111	1
90	      1100101000	110100	110101	1
91	      1111000100	111001	111001	0
92	      0011010010	001010	001010	0
93	      1011110000	101110	101110	0
94	      1011110001	101110	101110	0
95	      1100000100	110001	110001	0
96	      0010011100	001011	001010	1
97	      0100111100	010111	010111	0
98	      0011000111	001001	011001	1
99	      0101001111	010001	010001	0
100	      0011101110	001101	001101	0
101	      0000010101	000011	000010	1
102	      1101110110	110111	110111	0
103	      0000001001	000000	010001	1
104	      1101011011	110010	110011	1
105	      1110000111	111001	111001	0
106	      1010101101	101101	101101	0
107	      0110001101	011001	011001	0
108	      0001011011	000010	000010	0
109	      1001000100	100001	100000	1
110	      1010010000	101010	101010	0
111	      0101100001	010100	010101	1
112	      0100000110	010001	010001	0
113	      0110010111	011011	011011	0
114	      0111110011	011110	011111	1
115	      1110101000	111100	111101	1
116	      0001000011	000000	010001	1
117	      1100011100	110011	110011	0
118	      1110011011	111010	111011	1
119	      0011101101	001101	001101	0
120	      0110110101	011111	011111	0
121	      0011000101	001001	011001	1
122	      0110011101	011011	011011	0
123	      1000110000	100110	100110	0
124	      0011010001	001010	001010	0
125	      0111001011	011000	011001	1
126	      0110100011	011100	011101	1
127	      0001111011	000110	000110	0
128	      0110011010	011010	011011	1
129	      0111110110	011111	011111	0
130	      0001101010	000100	000101	1
131	      0100000011	010000	010001	1
132	      1100110011	110110	110111	1
133	      1001001011	100000	100000	0
134	      0000111110	000111	000110	1
135	      0010111111	001111	001110	1
136	      0000111011	000110	000110	0
137	      1010110110	101111	101110	1
138	      1010101111	101101	101101	0
139	      0000010111	000011	000010	1
140	      0111100001	011100	011101	1
141	      1111110001	111110	111111	1
142	      1101010010	110010	110011	1
143	      0100000111	010001	010001	0
144	      1010001110	101001	101000	1
145	      0000011001	000010	000010	0
146	      1011100011	101100	101101	1
147	      0011101010	001100	001101	1
148	      0000101010	000100	000101	1
149	      0111111000	011110	011111	1
150	      1111001000	111000	111001	1
151	      0001010110	000011	000010	1
152	      1111110101	111111	111111	0
153	      0100100010	010100	010101	1
154	      0011001111	001001	011001	1
155	      0000100011	000100	000101	1
156	      0100101100	010101	010101	0
157	      1100100110	110101	110101	0
158	      1011101111	101101	101101	0
159	      0110000010	011000	011001	1
160	      0111101100	011101	011101	0
161	      0011011111	001011	001010	1
162	      1011010010	101010	101010	0
163	      1010011010	101010	101010	0
164	      1111010010	111010	111011	1
165	      0000100110	000101	000101	0
166	      1111011001	111010	111011	1
167	      0000011011	000010	000010	0
168	      0011111010	001110	001110	0
169	      0011011010	001010	001010	0
170	      1111100010	111100	111101	1
171	      0001110000	000110	000110	0
172	      1100011110	110011	110011	0
173	      0100001111	010001	010001	0
174	      0100000101	010001	010001	0
175	      0011010011	001010	001010	0
176	      0100100100	010101	010101	0
177	      0111010100	011011	011011	0
178	      1010110111	101111	101110	1
179	      0011001001	001000	011001	1
180	      1001010101	100011	100010	1
181	      1110001110	111001	111001	0
182	      1110001011	111000	111001	1
183	      1001010001	100010	100010	0
184	      1100101100	110101	110101	0
185	      0101101100	010101	010101	0
186	      1110111001	111110	111111	1
187	      1111100111	111101	111101	0
188	      1110011000	111010	111011	1
189	      0011100101	001101	001101	0
190	      0010110111	001111	001110	1
191	      0100001001	010000	010001	1
192	      1010101001	101100	101101	1
193	      0010000101	001001	011001	1
194	      0001000010	000000	010001	1
195	      1011011010	101010	101010	0
196	      0100011001	010010	010011	1
197	      1101110001	110110	110111	1
198	      1011111001	101110	101110	0
199	      1111000010	111000	111001	1
200	      1011111011	101110	101110	0
201	      0000101011	000100	000101	1
202	      1001101100	100101	100101	0
203	      1111110100	111111	111111	0
204	      0111001111	011001	011001	0
205	      1111110000	111110	111111	1
206	      1010011011	101010	101010	0
207	      0011110001	001110	001110	0
208	      0010100000	001100	001101	1
209	      1100110111	110111	110111	0
210	      1000101100	100101	100101	0
211	      1010001101	101001	101000	1
212	      0001100010	000100	000101	1
213	      1011010001	101010	101010	0
214	      0100101010	010100	010101	1
215	      0100011101	010011	010011	0
216	      0100110011	010110	010111	1
217	      0011110100	001111	001110	1
218	      1101101010	110100	110101	1
219	      0010001100	001001	011001	1
220	      1011101011	101100	101101	1
221	      1101110010	110110	110111	1
222	      1000011011	100010	100010	0
223	      0001101011	000100	000101	1
224	      0011011001	001010	001010	0
225	      1001111111	100111	100110	1
226	      1011110010	101110	101110	0
227	      1110001010	111000	111001	1
228	      1010000011	101000	101000	0
229	      1110110110	111111	111111	0
230	      1000001011	100000	100000	0
231	      0000010000	000010	000010	0
232	      1010011110	101011	101010	1
233	      0100101101	010101	010101	0
234	      1101001111	110001	110001	0
235	      1100110101	110111	110111	0
236	      0110101100	011101	011101	0
237	      0100111101	010111	010111	0
238	      0110001111	011001	011001	0
239	      1010011000	101010	101010	0
240	      0001000110	000001	010001	1
241	      1010010010	101010	101010	0
242	      0001101000	000100	000101	1
243	      0011111001	001110	001110	0
244	      1011011101	101011	101010	1
245	      1110111110	111111	111111	0
246	      1111000101	111001	111001	0
247	      0000000110	000001	010001	1
248	      1010110100	101111	101110	1
249	      1100011101	110011	110011	0
250	      1111100100	111101	111101	0
251	      0101101010	010100	010101	1
252	      1101011010	110010	110011	1
253	      1001001110	100001	100000	1
254	      0110000000	011000	011001	1
255	      0100010111	010011	010011	0
256	      0110111101	011111	011111	0
257	      1110000110	111001	111001	0
258	      1101000011	110000	110001	1
259	      1011010111	101011	101010	1
260	      1110001100	111001	111001	0
261	      0000100100	000101	000101	0
262	      1001100001	100100	100101	1
263	      1110110111	111111	111111	0
264	      1110011111	111011	111011	0
265	      0011001101	001001	011001	1
266	      0010010101	001011	001010	1
267	      1100000111	110001	110001	0
268	      0000110000	000110	000110	0
269	      1010001010	101000	101000	0
270	      0010111001	001110	001110	0
271	      0011010101	001011	001010	1
272	      1010001111	101001	101000	1
273	      1011010110	101011	101010	1
274	      1101000100	110001	110001	0
275	      0101101101	010101	010101	0
276	      1100000011	110000	110001	1
277	      1000001111	100001	100000	1
278	      0010000011	001000	011001	1
279	      1110110100	111111	111111	0
280	      1110110000	111110	111111	1
281	      0111010011	011010	011011	1
282	      1001001000	100000	100000	0
283	      1111111010	111110	111111	1
284	      1110011110	111011	111011	0
285	      1110011001	111010	111011	1
286	      0001111100	000111	000110	1
287	      1100101011	110100	110101	1
288	      1101100111	110101	110101	0
289	      1011010100	101011	101010	1
290	      1100100000	110100	110101	1
291	      1110100000	111100	111101	1
292	      1101111110	110111	110111	0
293	      1001011000	100010	100010	0
294	      0010000001	001000	011001	1
295	      1011100100	101101	101101	0
296	      0001111010	000110	000110	0
297	      1001110010	100110	100110	0
298	      0111100010	011100	011101	1
299	      0010110001	001110	001110	0
300	      0111000000	011000	011001	1
301	      0001011000	000010	000010	0
302	      0010100111	001101	001101	0
303	      0011000110	001001	011001	1
304	      1101101110	110101	110101	0
305	      1101000111	110001	110001	0
306	      1100101101	110101	110101	0
307	      1001100011	100100	100101	1
308	      1111000001	111000	111001	1
309	      1110000010	111000	111001	1
310	      0100010010	010010	010011	1
311	      0100101001	010100	010101	1
312	      0010101011	001100	001101	1
313	      1100111100	110111	110111	0
314	      1001011101	100011	100010	1
315	      0011001011	001000	011001	1
316	      1010100011	101100	101101	1
317	      1110001101	111001	111001	0
318	      1111011000	111010	111011	1
319	      0000100010	000100	000101	1
320	      1110010100	111011	111011	0
321	      1011000001	101000	101000	0
322	      1001000110	100001	100000	1
323	      0111010010	011010	011011	1
324	      1100001010	110000	110001	1
325	      0001100111	000101	000101	0
326	      1001100111	100101	100101	0
327	      0000010001	000010	000010	0
328	      1001011110	100011	100010	1
329	      1000011101	100011	100010	1
330	      0000110010	000110	000110	0
331	      1000110011	100110	100110	0
332	      1001101010	100100	100101	1
333	      1001110100	100111	100110	1
334	      0010001000	001000	011001	1
335	      1010110101	101111	101110	1
336	      1110011101	111011	111011	0
337	      1101000010	110000	110001	1
338	      0000010010	000010	000010	0
339	      1011111101	101111	101110	1
340	      0101010111	010011	010011	0
341	      0000001101	000001	010001	1
342	      0101110110	010111	010111	0
343	      1000011100	100011	100010	1
344	      1100111111	110111	110111	0
345	      1011000101	101001	101000	1
346	      1010100001	101100	101101	1
347	      1011000110	101001	101000	1
348	      1010111100	101111	101110	1
349	      1000000111	100001	100000	1
350	      1011001001	101000	101000	0
351	      1111111011	111110	111111	1
352	      1100110110	110111	110111	0
353	      1010000101	101001	101000	1
354	      1111000110	111001	111001	0
355	      0100001010	010000	010001	1
356	      1111011010	111010	111011	1
357	      0100100000	010100	010101	1
358	      0111000101	011001	011001	0
359	      0100111000	010110	010111	1
360	      0000000011	000000	010001	1
361	      1101101011	110100	110101	1
362	      0100001110	010001	010001	0
363	      1011011100	101011	101010	1
364	      1110101001	111100	111101	1
365	      1010001011	101000	101000	0
366	      1110110001	111110	111111	1
367	      0101000110	010001	010001	0
368	      1100000000	110000	110001	1
369	      1010101000	101100	101101	1
370	      1001110110	100111	100110	1
371	      1110110011	111110	111111	1
372	      1011000111	101001	101000	1
373	      1111101000	111100	111101	1
374	      0101000100	010001	010001	0
375	      0101000101	010001	010001	0
376	      0011111100	001111	001110	1
377	      0101111000	010110	010111	1
378	      0100010101	010011	010011	0
379	      1000000101	100001	100000	1
380	      1000001101	100001	100000	1
381	      1001001101	100001	100000	1
382	      0111110111	011111	011111	0
383	      0100100110	010101	010101	0
384	      0111100100	011101	011101	0
385	      1000001110	100001	100000	1
386	      0010001110	001001	011001	1
387	      1011100010	101100	101101	1
388	      0001110110	000111	000110	1
389	      0111011001	011010	011011	1
390	      1111101010	111100	111101	1
391	      0000000000	000000	010001	1
392	      1100110100	110111	110111	0
393	      0101101001	010100	010101	1
394	      0100000010	010000	010001	1
395	      0101001001	010000	010001	1
396	      0110001110	011001	011001	0
397	      0110110010	011110	011111	1
398	      0000001011	000000	010001	1
399	      1100101010	110100	110101	1
400	      1101111001	110110	110111	1
401	      0001100110	000101	000101	0
402	      0111101011	011100	011101	1
403	      1100001100	110001	110001	0
404	      1110101010	111100	111101	1
405	      1110000001	111000	111001	1
406	      0000111010	000110	000110	0
407	      0111010101	011011	011011	0
408	      1111001111	111001	111001	0
409	      1011101101	101101	101101	0
410	      1011011000	101010	101010	0
411	      1100000010	110000	110001	1
412	      1001111101	100111	100110	1
413	      1101001001	110000	110001	1
414	      1001000111	100001	100000	1
415	      0101000000	010000	010001	1
416	      1011110100	101111	101110	1
417	      1111101001	111100	111101	1
418	      1010110011	101110	101110	0
419	      0101011010	010010	010011	1
420	      0011000011	001000	011001	1
421	      0010001010	001000	011001	1
422	      0010011110	001011	001010	1
423	      0011010110	001011	001010	1
424	      0000100001	000100	000101	1
425	      1101110011	110110	110111	1
426	      0000010011	000010	000010	0
427	      1001101110	100101	100101	0
428	      1011010000	101010	101010	0
429	      0111100011	011100	011101	1
430	      0011100100	001101	001101	0
431	      1101001110	110001	110001	0
432	      0010010010	001010	001010	0
433	      1011101110	101101	101101	0
434	      1100110010	110110	110111	1
435	      1000111110	100111	100110	1
436	      0011101011	001100	001101	1
437	      0110000001	011000	011001	1
438	      1010100101	101101	101101	0
439	      0110000110	011001	011001	0
440	      1100010001	110010	110011	1
441	      0001100101	000101	000101	0
442	      0111011010	011010	011011	1
443	      0111000110	011001	011001	0
444	      1011101000	101100	101101	1
445	      0000011000	000010	000010	0
446	      0101100011	010100	010101	1
447	      1111100011	111100	111101	1
448	      0000110111	000111	000110	1
449	      0000100101	000101	000101	0
450	      1100000101	110001	110001	0
451	      1010010001	101010	101010	0
452	      0100100011	010100	010101	1
453	      0011011110	001011	001010	1
454	      0000011100	000011	000010	1
455	      0011100000	001100	001101	1
456	      1010000100	101001	101000	1
457	      0101101111	010101	010101	0
458	      1010001001	101000	101000	0
459	      1111011111	111011	111011	0
460	      0001010010	000010	000010	0
461	      1000101001	100100	100101	1
462	      1111111000	111110	111111	1
463	      1110000100	111001	111001	0
464	      0000101110	000101	000101	0
465	      0111111011	011110	011111	1
466	      1111100000	111100	111101	1
467	      1011000010	101000	101000	0
468	      1111110011	111110	111111	1
469	      0101000111	010001	010001	0
470	      0101010011	010010	010011	1
471	      1010111011	101110	101110	0
472	      1111101011	111100	111101	1
473	      0001110001	000110	000110	0
474	      0111110000	011110	011111	1
475	      0101101000	010100	010101	1
476	      0010001001	001000	011001	1
477	      1001010111	100011	100010	1
478	      0000110101	000111	000110	1
479	      0110100000	011100	011101	1
480	      0001000101	000001	010001	1
481	      0101001010	010000	010001	1
482	      1011010101	101011	101010	1
483	      0101111011	010110	010111	1
484	      0010101110	001101	001101	0
485	      0100101011	010100	010101	1
486	      0111111101	011111	011111	0
487	      0110001000	011000	011001	1
488	      1100011111	110011	110011	0
489	      1101000000	110000	110001	1
490	      1100010111	110011	110011	0
491	      0101001110	010001	010001	0
492	      1010010111	101011	101010	1
493	      0001101001	000100	000101	1
494	      1011000100	101001	101000	1
495	      1110101100	111101	111101	0
496	      0010111010	001110	001110	0
497	      1010010100	101011	101010	1
498	      0001010000	000010	000010	0
499	      0101010101	010011	010011	0
500	      0000101111	000101	000101	0
501	      0010100101	001101	001101	0
502	      1000101110	100101	100101	0
503	      0101001000	010000	010001	1
504	      0000000101	000001	010001	1
505	      0110110111	011111	011111	0
506	      1011100101	101101	101101	0
507	      0010111101	001111	001110	1
508	      0010111110	001111	001110	1
509	      0010100001	001100	001101	1
510	      0001011010	000010	000010	0
511	      0111101110	011101	011101	0
512	      1101101101	110101	110101	0
513	      0111011111	011011	011011	0
514	      0100110101	010111	010111	0
515	      1111011011	111010	111011	1
516	      1011100001	101100	101101	1
517	      0010000110	001001	011001	1
518	      1101010101	110011	110011	0
519	      0110011011	011010	011011	1
520	      0001101100	000101	000101	0
521	      1110011010	111010	111011	1
522	      1000101011	100100	100101	1
523	      0101111111	010111	010111	0
524	      1000000110	100001	100000	1
525	      0010011000	001010	001010	0
526	      1101010001	110010	110011	1
527	      0100110010	010110	010111	1
528	      1000111111	100111	100110	1
529	      0001001111	000001	010001	1
530	      1010001100	101001	101000	1
531	      1110111000	111110	111111	1
532	      1111100101	111101	111101	0
533	      1000010100	100011	100010	1
534	      1010000111	101001	101000	1
535	      0111000111	011001	011001	0
536	      1011010011	101010	101010	0
537	      1001011011	100010	100010	0
538	      1001101111	100101	100101	0
539	      0111010000	011010	011011	1
540	      1101100010	110100	110101	1
541	      0111110100	011111	011111	0
542	      0111010111	011011	011011	0
543	      1111101101	111101	111101	0
544	      1011001000	101000	101000	0
545	      1011001111	101001	101000	1
546	      1110010101	111011	111011	0
547	      0000101000	000100	000101	1
548	      0110101111	011101	011101	0
549	      0011011000	001010	001010	0
550	      0100101111	010101	010101	0
551	      1111010000	111010	111011	1
552	      1110101110	111101	111101	0
553	      0100010100	010011	010011	0
554	      0101000001	010000	010001	1
555	      0100010000	010010	010011	1
556	      1110111111	111111	111111	0
557	      0110101110	011101	011101	0
558	      0110001011	011000	011001	1
559	      0110010100	011011	011011	0
560	      0001110101	000111	000110	1
561	      1101000001	110000	110001	1
562	      1000011000	100010	100010	0
563	      0100001100	010001	010001	0
564	      1101001100	110001	110001	0
565	      0000110110	000111	000110	1
566	      1010010110	101011	101010	1
567	      0101011000	010010	010011	1
568	      0011100001	001100	001101	1
569	      0010011001	001010	001010	0
570	      1010000010	101000	101000	0
571	      0011110101	001111	001110	1
572	      0111110001	011110	011111	1
573	      1111110111	111111	111111	0
574	      1100111010	110110	110111	1
575	      1010010011	101010	101010	0
576	      0110001001	011000	011001	1
577	      1100111001	110110	110111	1
578	      0111001100	011001	011001	0
579	      0101011111	010011	010011	0
580	      1111011110	111011	111011	0
581	      1000010001	100010	100010	0
582	      1110101111	111101	111101	0
583	      0100011111	010011	010011	0
584	      1101001011	110000	110001	1
585	      1101011000	110010	110011	1
586	      1000100111	100101	100101	0
587	      1111100110	111101	111101	0
588	      1110001001	111000	111001	1
589	      1100010101	110011	110011	0
590	      0010000111	001001	011001	1
591	      1001111010	100110	100110	0
592	      1111011100	111011	111011	0
593	      0000001100	000001	010001	1
594	      1110110010	111110	111111	1
595	      0110101101	011101	011101	0
596	      1001111000	100110	100110	0
597	      0011110010	001110	001110	0
598	      0101010001	010010	010011	1
599	      0100110100	010111	010111	0
600	      0100111011	010110	010111	1
601	      0100110000	010110	010111	1
602	      0110011110	011011	011011	0
603	      1101111011	110110	110111	1
604	      0011110111	001111	001110	1
605	      1001000001	100000	100000	0
606	      1001101001	100100	100101	1
607	      1000100001	100100	100101	1
608	      0001001100	000001	010001	1
609	      1000101010	100100	100101	1
610	      1111110010	111110	111111	1
611	      1100000001	110000	110001	1
612	      1000101101	100101	100101	0
613	      0011100110	001101	001101	0
614	      1010101100	101101	101101	0
615	      1001111001	100110	100110	0
616	      0001101101	000101	000101	0
617	      1000111000	100110	100110	0
618	      0010001011	001000	011001	1
619	      0111001101	011001	011001	0
620	      1001010100	100011	100010	1
621	      1101100100	110101	110101	0
622	      1001011010	100010	100010	0
623	      1101001010	110000	110001	1
624	      1111001010	111000	111001	1
625	      0010010100	001011	001010	1
626	      1101010100	110011	110011	0
627	      0001111101	000111	000110	1
628	      1111010111	111011	111011	0
629	      0111000010	011000	011001	1
630	      1100001101	110001	110001	0
631	      1001110111	100111	100110	1
632	      0001010111	000011	000010	1
633	      1101111111	110111	110111	0
634	      0110101000	011100	011101	1
635	      0110000011	011000	011001	1
636	      0001111000	000110	000110	0
637	      1001001001	100000	100000	0
638	      1100111000	110110	110111	1
639	      1001101101	100101	100101	0
640	      1100000110	110001	110001	0
641	      0000011101	000011	000010	1
642	      1001110011	100110	100110	0
643	      1100101110	110101	110101	0
644	      0010010011	001010	001010	0
645	      0111100110	011101	011101	0
646	      0010001101	001001	011001	1
647	      0111101010	011100	011101	1
648	      0111101111	011101	011101	0
649	      0110110110	011111	011111	0
650	      1010100100	101101	101101	0
651	      1000101111	100101	100101	0
652	      0110100101	011101	011101	0
653	      1100010000	110010	110011	1
654	      0011111101	001111	001110	1
655	      1000110110	100111	100110	1
656	      1110001111	111001	111001	0
657	      0110111000	011110	011111	1
658	      0111111110	011111	011111	0
659	      0110001100	011001	011001	0
660	      0100111001	010110	010111	1
661	      1000010011	100010	100010	0
662	      0110100110	011101	011101	0
663	      1101000101	110001	110001	0
664	      0111111100	011111	011111	0
665	      1001110001	100110	100110	0
666	      0101111100	010111	010111	0
667	      1000110010	100110	100110	0
668	      1011011011	101010	101010	0
669	      1010101011	101100	101101	1
670	      0100110111	010111	010111	0
671	      0000100000	000100	000101	1
672	      0111101101	011101	011101	0
673	      1111111100	111111	111111	0
674	      0010100011	001100	001101	1
675	      1100011011	110010	110011	1
676	      0001011110	000011	000010	1
677	      1101111100	110111	110111	0
678	      1000110100	100111	100110	1
679	      1011001011	101000	101000	0
680	      1110010001	111010	111011	1
681	      1001101000	100100	100101	1
682	      0110100111	011101	011101	0
683	      1011100000	101100	101101	1
684	      1010011101	101011	101010	1
685	      0101110000	010110	010111	1
686	      1110111101	111111	111111	0
687	      1100111101	110111	110111	0
688	      1110100010	111100	111101	1
689	      1000111011	100110	100110	0
690	      0000111001	000110	000110	0
691	      1011100111	101101	101101	0
692	      0111000011	011000	011001	1
693	      0111000100	011001	011001	0
694	      0100111010	010110	010111	1
695	      0011110000	001110	001110	0
696	      0001010101	000011	000010	1
697	      0110010010	011010	011011	1
698	      1111001101	111001	111001	0
699	      1001100100	100101	100101	0
700	      1011111100	101111	101110	1
701	      0110010001	011010	011011	1
702	      1100010011	110010	110011	1
703	      1000001000	100000	100000	0
704	      0101100000	010100	010101	1
705	      1000011111	100011	100010	1
706	      0111011101	011011	011011	0
707	      1101110100	110111	110111	0
708	      0110011000	011010	011011	1
709	      0100001000	010000	010001	1
710	      0011001010	001000	011001	1
711	      0101001011	010000	010001	1
712	      1101010011	110010	110011	1
713	      0010110000	001110	001110	0
714	      0100111110	010111	010111	0
715	      1001000000	100000	100000	0
716	      0111111111	011111	011111	0
------	          ------	-------	-------	--------
Accuracy (#correct entries / #total entries): 0.48743

Author: Jose L. Segovia-Juarez, (c) 2001/4.

